44622,0,0,332.01,0
44622,0,5,332.11,0
44622,0,10,332.1,0
44622,0,15,332.24,0
44622,0,20,331.86,0
44622,0,25,332.02,0
44622,0,30,332.14,0
44622,0,35,331.38,0
44622,0,40,332.37,0
44622,0,45,332.26,0
44622,0,50,332.11,0
44622,0,55,332,0
44622,1,0,332,0
44622,1,5,331.83,0
44622,1,10,331.82,0
44622,1,15,332.18,0
44622,1,20,333.3,0
44622,1,25,333.75,0
44622,1,30,333.61,0
44622,1,35,334.76,0
44622,1,40,335.25,0
44622,1,45,336,0
44622,1,50,335.92,0
44622,1,55,337.47,0
44622,2,0,337.13,0
44622,2,5,334.78,0
44622,2,10,334.16,0
44622,2,15,334.31,0
44622,2,20,335.91,0
44622,2,25,335.57,0
44622,2,30,335.18,0
44622,2,35,336.21,0
44622,2,40,337.27,0
44622,2,45,340.12,0
44622,2,50,338.59,0
44622,2,55,340.44,0
44622,3,0,339.58,0
44622,3,5,337.63,0
44622,3,10,335.37,0
44622,3,15,335.78,0
44622,3,20,336.7,0
44622,3,25,337.26,0
44622,3,30,336.85,0
44622,3,35,337.32,0
44622,3,40,335.59,0
44622,3,45,336.38,0
44622,3,50,336.27,0
44622,3,55,335.81,0
44622,4,0,337.68,0
44622,4,5,338.59,0
44622,4,10,338.37,0
44622,4,15,337.87,0
44622,4,20,336.54,0
44622,4,25,334.74,0
44622,4,30,333.6,0
44622,4,35,336.08,0
44622,4,40,335.28,0
44622,4,45,336.16,0
44622,4,50,335.89,0
44622,4,55,336.31,0
44622,5,0,335.8,0
44622,5,5,334.9,0
44622,5,10,334.25,0
44622,5,15,334.77,0
44622,5,20,336.28,0
44622,5,25,335.86,0
44622,5,30,335.45,0
44622,5,35,335.09,0
44622,5,40,334.61,0
44622,5,45,333.81,0
44622,5,50,331.85,0
44622,5,55,332.6,0
44622,6,0,332.38,1
44622,6,5,332.77,1
44622,6,10,333.26,1
44622,6,15,333.32,1
44622,6,20,334.76,1
44622,6,25,334.8,1
44622,6,30,334.88,1
44622,6,35,335.15,1
44622,6,40,335.83,1
44622,6,45,335.82,1
44622,6,50,336.72,1
44622,6,55,336.98,1
44622,7,0,337.77,1
44622,7,5,336.97,1
44622,7,10,336.26,1
44622,7,15,336.14,1
44622,7,20,335.78,1
44622,7,25,336.19,1
44622,7,30,337.03,1
44622,7,35,337.73,1
44622,7,40,337.85,1
44622,7,45,338.44,1
44622,7,50,339.19,1
44622,7,55,339.79,1
44622,8,0,340.05,1
44622,8,5,340.92,1
44622,8,10,341.51,1
44622,8,15,342.93,1
44622,8,20,344.38,1
44622,8,25,344.05,1
44622,8,30,343.09,1
44622,8,35,343.1,1
44622,8,40,343.79,1
44622,8,45,343.13,1
44622,8,50,342.15,1
44622,8,55,343.5,1
44622,9,0,342.59,1
44622,9,5,341.14,1
44622,9,10,340.89,1
44622,9,15,340.89,1
44622,9,20,340.93,1
44622,9,25,342.06,1
44622,9,30,340.94,1
44622,9,35,341.2,1
44622,9,40,340.07,1
44622,9,45,340.24,1
44622,9,50,338.89,1
44622,9,55,339.33,1
44622,10,0,338.91,1
44622,10,5,339.54,1
44622,10,10,338.79,1
44622,10,15,337.73,1
44622,10,20,337.38,1
44622,10,25,336.5,1
44622,10,30,337.18,3
44622,10,35,339.26,3
44622,10,40,337.4,3
44622,10,45,337.87,3
44622,10,50,337.87,3
44622,10,55,336.05,3
44622,11,0,332.92,3
44622,11,5,336.09,3
44622,11,10,336.18,3
44622,11,15,335.88,3
44622,11,20,334.4,3
44622,11,25,335.39,3
44622,11,30,338.46,3
44622,11,35,337.5,3
44622,11,40,338.46,3
44622,11,45,338.65,3
44622,11,50,338.07,3
44622,11,55,339.25,3
44622,12,0,340.33,6
44622,12,5,339.69,6
44622,12,10,339.68,6
44622,12,15,339.91,6
44622,12,20,340.58,6
44622,12,25,341.24,6
44622,12,30,340.62,6
